sentence,sentiment,processed_text,positive_score,negative_score,original_pos,original_neg,pos_low,pos_medium,pos_high,neg_low,neg_medium,neg_high,fuzzification_time,fuzzy_sentiment,defuzzified_value,defuzzification_time,final_sentiment,total_processing_time
i have the kindle i ve seen pictures of the dx but haven t seen it in person i love my kindle i m on it everyday,1,kindle seen picture dx seen person love kindle everyday,0.276,0.263,0.276,0.263,0.3873473917869034,0.6126526082130966,0.0,0.474,0.526,0.0,6.198883056640625e-06,5.04667184048256,5.139727248675412,0.00937795639038086,Neutral,0.0093841552734375
such an awesome idea the continual learning program with a kindle,1,awesome idea continual learning program kindle,0.451,0.0,0.451,0.0,0.0,0.9988901220865705,0.0011098779134295236,0.0,0.0,0.0,4.76837158203125e-06,7.39793466397006,5.829998335008354,0.009110689163208008,Neutral,0.009115457534790039
ooooh what model are you getting i have the d and love love love love it,1,oh model getting love love love love,0.848,0.0,0.848,0.0,0.0,0.11764705882352951,0.8823529411764705,0.0,0.0,0.0,5.0067901611328125e-06,8.215211174226043,7.706307520737527,0.00926518440246582,Positive,0.009270191192626953
the times of india the wonder that is india s election,1,time india wonder india election,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067901611328125e-06,4.999999999999996,5.0,0.009243965148925781,Neutral,0.009248971939086914
good video from google on using search options,1,good video google using search option,0.367,0.0,0.367,0.0,0.18534961154273033,0.8146503884572697,0.0,0.0,0.0,0.0,4.76837158203125e-06,6.392444909508745,5.829998335008361,0.009094953536987305,Neutral,0.009099721908569336
lol ah my skin is itchy damn lawnmowing,0,lol ah skin itchy damn lawnmowing,0.264,0.453,0.264,0.453,0.413984461709212,0.586015538290788,0.0,0.09399999999999997,0.906,0.0,5.9604644775390625e-06,4.49840866739124,4.517985525705448,0.009208917617797852,Neutral,0.00921487808227539
itchy back dont ya hate it,0,itchy back dont ya hate,0.37,0.259,0.37,0.259,0.1786903440621532,0.8213096559378468,0.0,0.482,0.518,0.0,5.7220458984375e-06,5.363040496918796,5.371155334800726,0.009057044982910156,Neutral,0.009062767028808594
stanford charity fashion show a top draw,1,stanford charity fashion show top draw,0.535,0.0,0.535,0.0,0.0,0.8124306326304106,0.18756936736958937,0.0,0.0,0.0,5.245208740234375e-06,8.32569758581151,5.829998335008349,0.009206056594848633,Neutral,0.009211301803588867
stanford university s facebook profile is one of the most popular official university pages,1,stanford university facebook profile one popular official university page,0.259,0.0,0.259,0.0,0.42508324084350724,0.5749167591564928,0.0,0.0,0.0,0.0,5.0067901611328125e-06,5.640979206652233,5.829998335008354,0.009186983108520508,Neutral,0.00919198989868164
lyx is cool,1,lyx cool,0.697,0.0,0.697,0.0,0.0,0.4528301886792454,0.5471698113207546,0.0,0.0,0.0,5.245208740234375e-06,8.147729408409534,6.0120516858020805,0.009246110916137695,Neutral,0.00925135612487793
sooo dissapointed they sent danny gokey home you still rock danny my hometown hero yeah milrockee,1,dissapointed sent danny gokey home still rock danny hometown hero yeah milrockee,0.367,0.0,0.367,0.0,0.18534961154273033,0.8146503884572697,0.0,0.0,0.0,0.0,5.0067901611328125e-06,6.392444909508745,5.829998335008361,0.009061098098754883,Neutral,0.009066104888916016
rt american idol fashion adam lambert tones down danny gokey cute,1,rt american idol fashion adam lambert tone danny gokey cute,0.25,0.0,0.25,0.0,0.44506104328523866,0.5549389567147613,0.0,0.0,0.0,0.0,5.0067901611328125e-06,5.595238095238096,5.829998335008349,0.009109973907470703,Neutral,0.009114980697631836
i love you danny gokey,1,love danny gokey,0.677,0.0,0.677,0.0,0.0,0.4972253052164261,0.5027746947835738,0.0,0.0,0.0,4.76837158203125e-06,8.179075629473072,5.840186930061616,0.009048938751220703,Neutral,0.009053707122802734
so tired i didn t sleep well at all last night,0,tired sleep well last night,0.263,0.362,0.263,0.362,0.416204217536071,0.5837957824639289,0.0,0.276,0.724,0.0,4.76837158203125e-06,4.6759131996038965,4.775749591987346,0.00911402702331543,Neutral,0.009118795394897461
boarding plane for san francisco in hour hr flight blech,0,boarding plane san francisco hour hr flight blech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067901611328125e-06,4.999999999999996,5.0,0.009246110916137695,Neutral,0.009251117706298828
bonjour san francisco my back hurts from last night,0,bonjour san francisco back hurt last night,0.0,0.362,0.0,0.362,0.0,0.0,0.0,0.276,0.724,0.0,4.76837158203125e-06,3.65270227042144,1.6700066800267193,0.009115219116210938,Negative,0.009119987487792969
with my best girl for a few more hours in san francisco mmmmmfamily is wonderful,1,best girl hour san francisco mfamily wonderful,0.612,0.0,0.612,0.0,0.0,0.6415094339622642,0.35849056603773577,0.0,0.0,0.0,5.9604644775390625e-06,8.265007448874103,5.829998335008359,0.009026050567626953,Neutral,0.009032011032104492
f up big or go home aig,0,big go home aig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.814697265625e-06,4.999999999999996,5.0,0.008962869644165039,Neutral,0.008966684341430664
went to see the star trek movie last night very satisfying,1,went see star trek movie last night satisfying,0.3,0.0,0.3,0.0,0.3340732519422864,0.6659267480577136,0.0,0.0,0.0,0.0,4.76837158203125e-06,5.878049356981497,5.8299983350083515,0.009134769439697266,Neutral,0.009139537811279297
i can t wait going to see star trek tonight,1,wait going see star trek tonight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0531158447265625e-06,4.999999999999996,5.0,0.009069204330444336,Neutral,0.009073257446289062
star trek was as good as everyone said,1,star trek good everyone said,0.42,0.0,0.42,0.0,0.06770255271920095,0.9322974472807991,0.0,0.0,0.0,0.0,5.245208740234375e-06,6.96242186772913,5.829998335008338,0.00901484489440918,Neutral,0.009020090103149414
am loving new malcolm gladwell book outliers,1,loving new malcolm gladwell book outlier,0.438,0.0,0.438,0.0,0.027746947835738094,0.9722530521642619,0.0,0.0,0.0,0.0,5.0067901611328125e-06,7.203842759669529,5.82999833500836,0.009057044982910156,Neutral,0.009062051773071289
i highly recommend malcolm gladwell s the tipping point my next audiobook will probably be one of his as well,1,highly recommend malcolm gladwell tipping point next audiobook probably one well,0.352,0.0,0.352,0.0,0.21864594894561604,0.7813540510543839,0.0,0.0,0.0,0.0,5.245208740234375e-06,6.260687050691794,5.829998335008352,0.009105920791625977,Neutral,0.009111166000366211
malcolm gladwell is a genius at tricking people into not realizing he s a fucking idiot,0,malcolm gladwell genius tricking people realizing fucking idiot,0.103,0.336,0.103,0.336,0.7713651498335183,0.22863485016648166,0.0,0.32799999999999996,0.672,0.0,5.0067901611328125e-06,4.022829041245472,3.690484276408213,0.009057044982910156,Neutral,0.009062051773071289
hey no offense but malcolm gladwell is a pretenious annoying cunt and he brings you down cant read his shit,0,hey offense malcolm gladwell pretenious annoying cunt brings cant read shit,0.164,0.443,0.164,0.443,0.6359600443951164,0.36403995560488345,0.0,0.11399999999999999,0.886,0.0,5.9604644775390625e-06,3.91788043661842,3.9356302930150093,0.009226083755493164,Neutral,0.009232044219970703
rt great article by malcolm gladwell,1,rt great article malcolm gladwell,0.506,0.0,0.506,0.0,0.0,0.876803551609323,0.123196448390677,0.0,0.0,0.0,5.0067901611328125e-06,8.333092838933103,5.829998335008354,0.009127378463745117,Neutral,0.00913238525390625
i seriously underestimated malcolm gladwell i want to meet this dude,1,seriously underestimated malcolm gladwell want meet dude,0.143,0.418,0.143,0.418,0.6825749167591565,0.31742508324084345,0.0,0.16400000000000003,0.836,0.0,4.76837158203125e-06,3.803511353183442,3.8325079866674128,0.009096860885620117,Neutral,0.009101629257202148
i hate comcast right now everything is down cable internet amp phone ughh what am i to do,0,hate comcast right everything cable internet amp phone ughh,0.0,0.316,0.0,0.316,0.0,0.0,0.0,0.368,0.632,0.0,5.245208740234375e-06,4.0151082307136905,1.6700066800267197,0.009046077728271484,Negative,0.009051322937011719
comcast sucks,0,comcast suck,0.0,0.744,0.0,0.744,0.0,0.0,0.0,0.0,0.512,0.488,5.0067901611328125e-06,1.9334090511417856,1.6700066800267215,0.00903010368347168,Negative,0.009035110473632812
the day i never have to deal with comcast again will rank as one of the best days of my life,0,day never deal comcast rank one best day life,0.344,0.0,0.344,0.0,0.23640399556048844,0.7635960044395116,0.0,0.0,0.0,0.0,5.245208740234375e-06,6.194737088540045,5.8299983350083595,0.009092092514038086,Neutral,0.00909733772277832
did comcast fail again,0,comcast fail,0.0,0.778,0.0,0.778,0.0,0.0,0.0,0.0,0.44399999999999995,0.556,5.9604644775390625e-06,1.8942051688485466,1.6700066800267204,0.00912785530090332,Negative,0.00913381576538086
curses the twitter api limit,0,curse twitter api limit,0.0,0.538,0.0,0.538,0.0,0.0,0.0,0.0,0.9239999999999999,0.07600000000000007,5.9604644775390625e-06,1.6756167332935235,1.6700066800267215,0.009138107299804688,Negative,0.009144067764282227
now i can see why dave winer screams about lack of twitter api its limitations and access throttles,0,see dave winer scream lack twitter api limitation access throttle,0.0,0.507,0.0,0.507,0.0,0.0,0.0,0.0,0.986,0.014000000000000012,5.7220458984375e-06,1.6669921634812404,1.6700066800267206,0.009087085723876953,Negative,0.00909280776977539
arg twitter api is making me crazy,0,arg twitter api making crazy,0.0,0.375,0.0,0.375,0.0,0.0,0.0,0.25,0.75,0.0,5.245208740234375e-06,3.5326088371678854,1.6700066800267181,0.009051322937011719,Negative,0.009056568145751953
i m really loving the new search site wolfram alpha makes google seem so quaint,1,really loving new search site wolfram alpha make google seem quaint,0.295,0.0,0.295,0.0,0.3451720310765816,0.6548279689234183,0.0,0.0,0.0,0.0,5.0067901611328125e-06,5.8464208917428095,5.829998335008361,0.009131193161010742,Neutral,0.009136199951171875
wolfram alpha sucks even for researchers the information provided is less than you can get from google or wikipedia totally useless,0,wolfram alpha suck even researcher information provided less get google wikipedia totally useless,0.0,0.353,0.0,0.353,0.0,0.0,0.0,0.29400000000000004,0.706,0.0,5.245208740234375e-06,3.730865179171853,1.6700066800267201,0.009057044982910156,Negative,0.00906229019165039
off to the nike factory,1,nike factory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0531158447265625e-06,4.999999999999996,5.0,0.009190082550048828,Neutral,0.009194135665893555
new nike muppet commercials are pretty cute why do we live together again,1,new nike muppet commercial pretty cute live together,0.508,0.0,0.508,0.0,0.0,0.8723640399556049,0.1276359600443951,0.0,0.0,0.0,4.100799560546875e-05,8.332910045385736,5.829998335008302,0.009106874465942383,Neutral,0.009147882461547852
oh those are awesome i so wish they weren t owned by nike,0,oh awesome wish owned nike,0.694,0.0,0.694,0.0,0.0,0.45948945615982256,0.5405105438401774,0.0,0.0,0.0,6.9141387939453125e-06,8.15256112279426,5.985222728701962,0.009238004684448242,Neutral,0.009244918823242188
awesome seeing the show friday at the shoreline amphitheatre never seen nin before can t wait,1,awesome seeing show friday shoreline amphitheatre never seen nin wait,0.313,0.0,0.313,0.0,0.3052164261931188,0.6947835738068813,0.0,0.0,0.0,0.0,5.9604644775390625e-06,5.964181548449541,5.8299983350083595,0.008939027786254883,Neutral,0.008944988250732422
arhh it s weka bug and i spent almost two hours to find that out crappy me,0,arhh weka bug spent almost two hour find crappy,0.0,0.31,0.0,0.31,0.0,0.0,0.0,0.38,0.62,0.0,5.7220458984375e-06,4.056209774990342,1.670006680026719,0.009186744689941406,Negative,0.009192466735839844
hey bud np i do so love my d although i d love a d mkii more,1,hey bud np love although love mkii,0.73,0.0,0.73,0.0,0.0,0.3795782463928969,0.6204217536071032,0.0,0.0,0.0,6.198883056640625e-06,8.091776892478826,6.330360720690382,0.009015798568725586,Neutral,0.009021997451782227
just got us a d for the office d,1,got u office,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.814697265625e-06,4.999999999999996,5.0,0.009147167205810547,Neutral,0.009150981903076172
just picked up my new canon d it s beautiful prepare for some seriously awesome photography,1,picked new canon beautiful prepare seriously awesome photography,0.544,0.116,0.544,0.116,0.0,0.7924528301886792,0.20754716981132082,0.768,0.232,0.0,6.198883056640625e-06,6.555936922311432,5.030066415795413,0.009191036224365234,Neutral,0.009197235107421875
just got my new toy canon d love love love it,1,got new toy canon love love love,0.759,0.0,0.759,0.0,0.0,0.3152053274139845,0.6847946725860156,0.0,0.0,0.0,5.9604644775390625e-06,8.072056269125332,6.641784829200328,0.009025096893310547,Neutral,0.009031057357788086
learning about lambda calculus,1,learning lambda calculus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.814697265625e-06,4.999999999999996,5.0,0.009067058563232422,Neutral,0.009070873260498047
i m moving to east palo alto,1,moving east palo alto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067901611328125e-06,4.999999999999996,5.0,0.00908207893371582,Neutral,0.009087085723876953
atebits i just finished watching your stanford iphone class session i really appreciate it you rock,1,atebits finished watching stanford iphone class session really appreciate rock,0.25,0.0,0.25,0.0,0.44506104328523866,0.5549389567147613,0.0,0.0,0.0,0.0,5.245208740234375e-06,5.595238095238096,5.829998335008349,0.009083271026611328,Neutral,0.009088516235351562
hi just saw your stanford talk and really liked your advice just saying hi from singapore yes the videos do get around,1,hi saw stanford talk really liked advice saying hi singapore yes video get around,0.326,0.0,0.326,0.0,0.27635960044395114,0.7236403995560489,0.0,0.0,0.0,0.0,5.9604644775390625e-06,6.056307372965799,5.8299983350083515,0.009218215942382812,Neutral,0.009224176406860352
lakers tonight let s go,1,lakers tonight let go,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067901611328125e-06,4.999999999999996,5.0,0.009499311447143555,Neutral,0.009504318237304688
will the lakers kick the nuggets ass tonight,1,lakers kick nugget as tonight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76837158203125e-06,4.999999999999996,5.0,0.009707927703857422,Neutral,0.009712696075439453
oooooooh north korea is in troubleeeee,0,oh north korea trouble,0.0,0.474,0.0,0.474,0.0,0.0,0.0,0.052000000000000046,0.948,0.0,4.76837158203125e-06,2.2091380054961327,1.6700066800267206,0.009617090225219727,Negative,0.009621858596801758
wat the heck is north korea doing they just conducted powerful nuclear tests follow the link,0,wat heck north korea conducted powerful nuclear test follow link,0.237,0.0,0.237,0.0,0.47391786903440625,0.5260821309655938,0.0,0.0,0.0,0.0,5.0067901611328125e-06,5.532797101412331,5.829998335008356,0.009135246276855469,Neutral,0.009140253067016602
listening to obama friggin north korea,0,listening obama friggin north korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245208740234375e-06,4.999999999999996,5.0,0.009052038192749023,Neutral,0.009057283401489258
i just realized we three monkeys in the white obama biden pelosi sarah palin,0,realized three monkey white obama biden pelosi sarah palin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0531158447265625e-06,4.999999999999996,5.0,0.009151935577392578,Neutral,0.009155988693237305
pelosi should stay in china and never come back,0,pelosi stay china never come back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0531158447265625e-06,4.999999999999996,5.0,0.00908803939819336,Neutral,0.009092092514038086
nancy pelosi gave the worst commencement speech i ve ever heard yes i m still bitter about this,0,nancy pelosi gave worst commencement speech ever heard yes still bitter,0.153,0.392,0.153,0.392,0.660377358490566,0.33962264150943394,0.0,0.21599999999999997,0.784,0.0,5.7220458984375e-06,3.9555389852205325,4.0048946399667065,0.009296894073486328,Neutral,0.009302616119384766
ugh the amount of times these stupid insects have bitten me grr,0,ugh amount time stupid insect bitten grr,0.0,0.554,0.0,0.554,0.0,0.0,0.0,0.0,0.8919999999999999,0.1080000000000001,5.9604644775390625e-06,1.6842151546569613,1.6700066800267206,0.009169816970825195,Negative,0.009175777435302734
prettiest insects ever pink katydids,1,prettiest insect ever pink katydid,0.481,0.0,0.481,0.0,0.0,0.9322974472807992,0.06770255271920082,0.0,0.0,0.0,4.76837158203125e-06,7.925321760755726,5.829998335008337,0.009154796600341797,Neutral,0.009159564971923828
just got barraged by a horde of insects hungry for my kitchen light so scary,0,got barraged horde insect hungry kitchen light scary,0.0,0.314,0.0,0.314,0.0,0.0,0.0,0.372,0.628,0.0,5.245208740234375e-06,4.028950769129608,1.6700066800267217,0.009071826934814453,Negative,0.009077072143554688
just had mcdonalds for dinner d it was goooood big mac meal,1,mcdonalds dinner god big mac meal,0.296,0.0,0.296,0.0,0.3429522752497226,0.6570477247502774,0.0,0.0,0.0,0.0,5.0067901611328125e-06,5.8526821155311675,5.829998335008359,0.009317874908447266,Neutral,0.009322881698608398
ahh yes lol ima tell my hubby to go get me sum mcdonalds,1,ahh yes lol ima tell hubby go get sum mcdonalds,0.407,0.0,0.407,0.0,0.09655937846836857,0.9034406215316314,0.0,0.0,0.0,0.0,5.0067901611328125e-06,6.8050321723892155,5.829998335008351,0.009163141250610352,Neutral,0.009168148040771484
stopped to have lunch at mcdonalds chicken nuggetssss yummmmmy,1,stopped lunch mcdonalds chicken nugget yumy,0.0,0.275,0.0,0.275,0.0,0.0,0.0,0.44999999999999996,0.55,0.0,5.245208740234375e-06,4.272336052413507,1.67000668002672,0.009272098541259766,Negative,0.00927734375
could go for a lot of mcdonalds i mean a lot,1,could go lot mcdonalds mean lot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.814697265625e-06,4.999999999999996,5.0,0.009110212326049805,Neutral,0.00911402702331543
my exam went good your prayers worked,1,exam went good prayer worked,0.42,0.0,0.42,0.0,0.06770255271920095,0.9322974472807991,0.0,0.0,0.0,0.0,4.76837158203125e-06,6.96242186772913,5.829998335008338,0.009138107299804688,Neutral,0.009142875671386719
only one exam left and i am so happy for it d,1,one exam left happy,0.552,0.0,0.552,0.0,0.0,0.7746947835738068,0.2253052164261932,0.0,0.0,0.0,5.0067901611328125e-06,8.31700147093082,5.829998335008346,0.00913691520690918,Neutral,0.009141921997070312
math review im going to fail the exam,0,math review im going fail exam,0.0,0.412,0.0,0.412,0.0,0.0,0.0,0.17600000000000005,0.824,0.0,6.198883056640625e-06,3.135977338954205,1.670006680026719,0.009077787399291992,Negative,0.009083986282348633
colin powell rocked yesterday on cbs cheney needs to shut the hell up and go home powell is a man of honor and served our country proudly,0,colin powell rocked yesterday cbs cheney need shut hell go home powell man honor served country proudly,0.268,0.181,0.268,0.181,0.40510543840177576,0.5948945615982242,0.0,0.638,0.362,0.0,5.9604644775390625e-06,5.327415458524226,4.930451736353241,0.009268045425415039,Neutral,0.009274005889892578
obviously not siding with cheney here,0,obviously siding cheney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.814697265625e-06,4.999999999999996,5.0,0.009138822555541992,Neutral,0.009142637252807617
absolutely hilarious from,1,absolutely hilarious,0.75,0.0,0.75,0.0,0.0,0.3351831298557159,0.664816870144284,0.0,0.0,0.0,5.0067901611328125e-06,8.055551473326545,6.542308091356711,0.009164094924926758,Neutral,0.00916910171508789
i never did thank you for including me in your top twitter authors you rock amp i new wave d,1,never thank including top twitter author rock amp new wave,0.0,0.316,0.0,0.316,0.0,0.0,0.0,0.368,0.632,0.0,4.76837158203125e-06,4.0151082307136905,1.6700066800267197,0.009176254272460938,Negative,0.009181022644042969
rt awesome jquery reference book for coda webdesign,1,rt awesome jquery reference book coda webdesign,0.406,0.0,0.406,0.0,0.09877913429522749,0.9012208657047726,0.0,0.0,0.0,0.0,5.0067901611328125e-06,6.793455563793313,5.829998335008349,0.009238958358764648,Neutral,0.009243965148925781
i ve been sending e mails like crazy today to my contacts does anyone have a contact at goodby silverstein i d love to speak to them,1,sending mail like crazy today contact anyone contact goodby silverstein love speak,0.37,0.133,0.37,0.133,0.1786903440621532,0.8213096559378468,0.0,0.734,0.266,0.0,6.198883056640625e-06,6.128953089987406,5.104591206130787,0.009243011474609375,Neutral,0.009249210357666016
goodby silverstein s new site i enjoy it,1,goodby silverstein new site enjoy,0.444,0.0,0.444,0.0,0.014428412874583808,0.9855715871254161,0.0,0.0,0.0,0.0,5.0067901611328125e-06,7.291187767012516,5.829998335008356,0.009085893630981445,Neutral,0.009090900421142578
wow everyone at the google i o conference got free g s with a month of unlimited service,1,wow everyone google conference got free month unlimited service,0.504,0.0,0.504,0.0,0.0,0.8812430632630411,0.11875693673695892,0.0,0.0,0.0,5.0067901611328125e-06,8.333224173113113,5.829998335008359,0.009347915649414062,Neutral,0.009352922439575195
dood i got a free google android phone at the i o conference the g,1,dood got free google android phone conference,0.355,0.0,0.355,0.0,0.2119866814650389,0.7880133185349611,0.0,0.0,0.0,0.0,4.76837158203125e-06,6.286170076814701,5.829998335008349,0.009059906005859375,Neutral,0.009064674377441406
the g is amazing btw a huge improvement over the g,1,amazing btw huge improvement,0.901,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76837158203125e-06,8.278789012419832,5.0,0.00909423828125,Neutral,0.009099006652832031
html demos lots of great stuff to come yes i m excited io googleio,1,html demo lot great stuff come yes excited io googleio,0.568,0.0,0.568,0.0,0.0,0.7391786903440623,0.2608213096559377,0.0,0.0,0.0,5.245208740234375e-06,8.306193807853957,5.829998335008361,0.008928060531616211,Neutral,0.008933305740356445
yay happy place place place i love google,1,yay happy place place place love google,0.739,0.0,0.739,0.0,0.0,0.3596004439511654,0.6403995560488346,0.0,0.0,0.0,5.0067901611328125e-06,8.075679361361372,6.424099518250671,0.009122848510742188,Neutral,0.00912785530090332
googleio o d bringing d graphics to the browser very nice tbh funfun,1,googleio bringing graphic browser nice tbh funfun,0.318,0.0,0.318,0.0,0.29411764705882354,0.7058823529411765,0.0,0.0,0.0,0.0,5.245208740234375e-06,5.998878695890802,5.829998335008356,0.009145021438598633,Neutral,0.009150266647338867
awesome viral marketing for funny people,1,awesome viral marketing funny people,0.7,0.0,0.7,0.0,0.0,0.4461709211986683,0.5538290788013317,0.0,0.0,0.0,5.9604644775390625e-06,8.142853393870734,6.039243268590088,0.009168863296508789,Neutral,0.009174823760986328
saw night at the museum out of sheer desperation who is funding these movies,0,saw night museum sheer desperation funding movie,0.0,0.333,0.0,0.333,0.0,0.0,0.0,0.33399999999999996,0.666,0.0,5.245208740234375e-06,3.891426006469454,1.670006680026721,0.00922393798828125,Negative,0.009229183197021484
night at the museum pretty furkin good,1,night museum pretty furkin good,0.67,0.0,0.67,0.0,0.0,0.5127635960044394,0.48723640399556056,0.0,0.0,0.0,4.76837158203125e-06,8.189548625127447,5.829998335008361,0.00942087173461914,Neutral,0.009425640106201172
watching night at the museum giggling,1,watching night museum giggling,0.455,0.0,0.455,0.0,0.0,0.9900110987791343,0.009988901220865713,0.0,0.0,0.0,5.0067901611328125e-06,7.461427028331006,5.829998335008356,0.009227991104125977,Neutral,0.00923299789428711
back from seeing star trek and night at the museum star trek was amazing but night at the museum was eh,0,back seeing star trek night museum star trek amazing night museum eh,0.257,0.0,0.257,0.0,0.4295227524972253,0.5704772475027747,0.0,0.0,0.0,0.0,4.76837158203125e-06,5.630631955964938,5.829998335008356,0.009121894836425781,Neutral,0.009126663208007812
just watched night at the museum so stinkin cute,1,watched night museum stinkin cute,0.429,0.0,0.429,0.0,0.04772475027746952,0.9522752497225305,0.0,0.0,0.0,0.0,5.0067901611328125e-06,7.0794661142151645,5.829998335008353,0.009186744689941406,Neutral,0.009191751480102539
so night at the museum was awesome much better than part next weekend we ll see up,1,night museum awesome much better part next weekend see,0.5,0.0,0.5,0.0,0.0,0.8901220865704773,0.10987791342952273,0.0,0.0,0.0,5.0067901611328125e-06,8.32749708124948,5.829998335008354,0.009187698364257812,Neutral,0.009192705154418945
saw the new night at the museum and i loved it next is to go see up in d,1,saw new night museum loved next go see,0.358,0.0,0.358,0.0,0.20532741398446178,0.7946725860155383,0.0,0.0,0.0,0.0,5.245208740234375e-06,6.312077506586378,5.829998335008355,0.009183883666992188,Neutral,0.009189128875732422
it is a shame about gm what if they are forced to make only cars the white house thinks will sell what do you think,0,shame gm forced make car white house think sell think,0.0,0.433,0.0,0.433,0.0,0.0,0.0,0.134,0.866,0.0,6.9141387939453125e-06,2.8662014563385196,1.6700066800267186,0.009100914001464844,Negative,0.009107828140258789
as u may have noticed not too happy about the gm situation nor aig lehman et al,0,may noticed happy gm situation aig lehman et al,0.316,0.0,0.316,0.0,0.2985571587125416,0.7014428412874584,0.0,0.0,0.0,0.0,5.9604644775390625e-06,5.9848917692863095,5.829998335008357,0.009152889251708984,Neutral,0.009158849716186523
gm good riddance sad though,0,gm good riddance sad though,0.322,0.344,0.322,0.344,0.28523862375138737,0.7147613762486127,0.0,0.31200000000000006,0.688,0.0,5.7220458984375e-06,4.93789622770135,5.036514965673232,0.009213924407958984,Neutral,0.009219646453857422
i will never buy a government motors vehicle until just recently i drove gm cars since when i bought a,0,never buy government motor vehicle recently drove gm car since bought,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0531158447265625e-06,4.999999999999996,5.0,0.009215116500854492,Neutral,0.009219169616699219
having the old coca cola guy on the gm board is stupid has heck tcot ala,0,old coca cola guy gm board stupid heck tcot ala,0.0,0.274,0.0,0.274,0.0,0.0,0.0,0.45199999999999996,0.548,0.0,5.0067901611328125e-06,4.277962898029228,1.6700066800267195,0.009305000305175781,Negative,0.009310007095336914
rantsandraves the worst thing about gm concord pleasant hill martinez is the fucking uaw,0,rantsandraves worst thing gm concord pleasant hill martinez fucking uaw,0.214,0.266,0.214,0.266,0.5249722530521643,0.4750277469478357,0.0,0.46799999999999997,0.532,0.0,5.0067901611328125e-06,4.800583677612603,4.885739386101863,0.009123802185058594,Neutral,0.009128808975219727
give a man a fish u feed him for the day teach him to fish u feed him for life buy him gm and u f k him over for good,0,give man fish feed day teach fish feed life buy gm good,0.209,0.0,0.209,0.0,0.5360710321864596,0.4639289678135405,0.0,0.0,0.0,0.0,5.245208740234375e-06,5.411936205723728,5.829998335008357,0.009292840957641602,Neutral,0.009298086166381836
the more i hear about this gm thing the more angry i get billions wasted more bullshit all for something like k employees and all the,0,hear gm thing angry get billion wasted bullshit something like employee,0.126,0.52,0.126,0.52,0.7203107658157603,0.27968923418423974,0.0,0.0,0.96,0.040000000000000036,5.7220458984375e-06,3.54216545656497,3.4945448435613207,0.009157896041870117,Neutral,0.009163618087768555
i own a gm car and it is junk as far as quality compared to a honda,0,gm car junk far quality compared honda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.814697265625e-06,4.999999999999996,5.0,0.009259939193725586,Neutral,0.009263753890991211
sad day bankrupt gm,0,sad day bankrupt gm,0.0,0.77,0.0,0.77,0.0,0.0,0.0,0.0,0.45999999999999996,0.54,5.7220458984375e-06,1.9082231075212321,1.6700066800267213,0.009182929992675781,Negative,0.009188652038574219
is upset about the whole gm thing life as i know it is so screwed up,0,upset whole gm thing life know screwed,0.0,0.537,0.0,0.537,0.0,0.0,0.0,0.0,0.9259999999999999,0.07400000000000007,5.9604644775390625e-06,1.6751678439385498,1.6700066800267195,0.009151935577392578,Negative,0.009157896041870117
whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs,0,whoever running time warner need repeatedly raped rhino understand consequence putting shitty cable svcs,0.0,0.406,0.0,0.406,0.0,0.0,0.0,0.18799999999999994,0.812,0.0,5.0067901611328125e-06,3.206544436206716,1.6700066800267186,0.009196043014526367,Negative,0.0092010498046875
wftb joining a bit late my connection was down boo time warner,0,wftb joining bit late connection boo time warner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76837158203125e-06,4.999999999999996,5.0,0.009207010269165039,Neutral,0.00921177864074707
